lat,lon
-79.7123,37.5479
-80.0496,37.0285
-80.4184,37.1548
-79.6574,36.5927
-80.1284,37.3696
-80.228,37.0446
-80.4188,37.1353
-80.4184,36.5896
-79.9056,37.3651
-79.9142,36.7238
-80.1525,37.0556
-80.1298,36.6211
-79.9211,37.4125
-80.6853,37.1057
-79.8172,37.6667
-80.6343,37.2743
-80.1848,37.2257
-80.0349,36.9168
-79.9652,36.7064
-79.8511,37.4911
-80.3275,36.8957
-79.773,36.9859
-80.8634,37.3669
-79.7429,37.2123
-79.8127,37.2145
-79.9904,36.8393
-79.491,37.1442
-80.5757,36.899
-80.3957,37.1742
-79.8691,36.6871
-79.8652,36.6796
-80.4022,36.725
-79.6521,37.1784
-79.7175,37.407
-80.8548,37.3198
-80.6891,37.0692
-80.1704,37.4871
-80.5099,37.3069
-80.6081,37.0964
-79.9837,37.6165
-80.2544,37.5745
-80.6205,37.2048
-80.1388,36.6744
-80.7267,37.3041
-80.5975,37.3312
-79.6645,36.9201
-80.3229,37.0565
-79.4794,36.9716
-80.5565,37.1197
-80.548,37.1387
-80.5629,37.1226
-79.9139,37.0069
-80.8227,37.385
-79.8686,36.5874
-80.4353,37.0322
-80.6717,37.3665
-79.884,36.9891
-80.0692,37.2853
-80.0671,37.2884
-79.5614,36.991
-80.2715,37.1466
-80.0373,36.5968
-80.7344,37.2491
-79.9465,36.7348
-80.2392,36.6517
-79.6522,37.36
-79.8786,37.4019
-79.6864,37.0131
-80.3581,36.7241
-79.7898,37.3105
-79.8775,37.2757
-79.7573,37.0818
-80.2774,36.7921
-82.1823,36.6181
-82.2126,36.6609
-82.1885,36.5965
-82.02,36.6916
-81.9648,36.6673
-81.9708,36.6909
-82.7964,36.9234
-82.7976,36.9438
-82.1856,37.1014
-83.2234,36.7435
-82.7627,36.8581
-82.2433,37.1394
-82.9866,36.639
-82.2876,36.8764
-82.1318,36.9502
-82.3425,37.1406
-82.4453,37.1592
-82.4735,36.9605
-81.7776,36.6403
-82.2815,37.0054
-82.1501,37.1134
-82.9305,36.7818
-82.8337,36.7114
-82.496,36.8242
-82.7424,36.8668
-83.5047,36.6237
-82.6102,36.7438
-82.6112,36.646
-82.2853,37.2206
-82.4299,36.6498
-82.0246,37.0395
-83.1362,36.6896
-82.9772,36.8239
-82.0956,36.8809
-82.3806,37.0814
-82.2649,36.7223
-82.4202,36.7502
-82.35,37.0182
-82.6249,36.9378
-83.0223,36.7508
-82.6016,37.0927
-81.9649,36.9509
-83.3486,36.6583
-83.0518,36.8315
-82.3418,36.9323
-82.5618,36.6137
-81.5839,36.6106
-82.5947,36.975
-80.771,37.0567
-81.4048,36.8665
-80.8583,36.8195
-80.809,36.9078
-81.1989,37.1574
-81.0201,37.1376
-81.673,36.9546
-80.6705,36.5957
-81.3643,37.0046
-81.6651,36.7719
-81.1039,36.8086
-81.2089,36.8768
-80.8188,36.9697
-80.6123,36.8145
-81.1915,36.7306
-81.8171,36.78
-80.6907,36.664
-81.0042,36.7247
-80.9117,36.6565
-81.7676,36.7779
-80.7197,36.7442
-80.6695,36.9756
-81.1582,36.6294
-80.9779,36.8272
-80.7601,36.5775
-80.5148,36.7073
-81.5349,36.8273
-80.9244,36.9056
-81.8512,36.7612
-81.3955,36.6104
-81.1159,37.2578
-81.2879,36.8836
-81.7402,36.8927
-81.1834,36.7998
-81.4084,36.7736
-81.628,36.9763
-81.435,36.6855
-80.4909,36.8749
-80.8824,36.7879
-81.0941,36.9407
-79.0651,38.1574
-79.0629,38.1593
-79.3224,38.0917
-79.8437,38.054
-79.5613,38.5152
-79.3192,37.9285
-79.3523,37.7396
-79.1791,38.2346
-79.8054,37.8203
-79.987,37.7802
-79.3619,38.0768
-78.8413,38.1684
-79.4152,38.1842
-79.4445,38.4321
-79.2979,37.8778
-78.9326,38.2109
-79.8189,37.7529
-79.4773,37.9878
-79.1359,38.0018
-78.8255,38.2484
-79.4353,38.2946
-79.8717,37.9638
-79.786,37.7965
-79.4581,37.7885
-79.8837,37.7887
-79.4988,38.3266
-79.2812,38.0242
-79.7464,38.0553
-79.1413,38.1797
-79.0804,37.8654
-79.5941,38.4058
-78.973,38.2612
-79.5592,38.386
-78.9059,38.1979
-78.7886,38.3226
-79.2219,37.9374
-79.3874,37.8965
-79.8404,37.8062
-79.2233,37.9705
-79.0298,38.0144
-79.1873,38.1591
-79.0059,38.2037
-79.2135,37.8378
-79.8207,38.1437
-79.3201,38.2744
-78.9235,38.2931
-79.5879,38.1898
-79.1557,37.353
-79.2181,37.3825
-79.205,37.4376
-79.0544,37.361
-79.1785,37.4009
-79.161,37.3817
-79.1335,37.2458
-79.1785,37.4009
-79.2911,37.1222
-79.0202,36.5894
-79.0506,37.6027
-78.8224,37.353
-79.5331,37.3153
-79.3827,37.5306
-79.3731,36.6799
-78.9227,37.0827
-78.6093,36.6168
-79.6288,36.7647
-79.4297,36.831
-78.9463,37.538
-78.7862,36.8637
-78.9455,36.6113
-79.3158,37.4887
-78.9804,37.337
-78.9179,36.8513
-79.4124,36.6218
-79.4411,36.5779
-79.411,36.5927
-79.458,36.743
-79.2317,37.261
-79.2791,37.3379
-78.8508,37.5473
-79.1048,37.1386
-79.459,37.643
-79.4039,37.3755
-79.3389,36.9695
-78.9415,36.7626
-78.6313,37.7511
-79.3,37.0798
-79.187,36.8586
-79.2783,36.7156
-79.1219,37.0644
-79.4271,37.3484
-79.3297,37.1528
-79.1141,37.4531
-79.1703,37.5414
-79.1335,37.2458
-78.972,36.9356
-79.533,37.6606
-79.525,37.598
-78.671,36.5586
-78.8089,37.6432
-79.2988,36.6035
-79.1215,37.2545
-78.7866,36.7862
-78.474,37.8049
-78.9188,36.6963
-78.9059,37.3643
-79.195,36.6258
-79.0756,37.5674
-79.1095,36.7853
-78.7605,36.6062
-78.7557,37.6415
-81.6387,37.1909
-81.6508,37.1661
-82.1968,37.3532
-81.5575,37.2033
-81.2712,37.2526
-81.3804,37.2818
-82.281,37.2959
-81.3409,37.0982
-81.759,37.0876
-81.818,37.0945
-81.3182,37.271
-82.1061,37.2967
-81.5634,37.1355
-82.0262,37.4017
-81.7956,37.2094
-82.0274,37.288
-81.5399,37.1756
-81.9917,37.2138
-81.9024,37.2746
-81.3425,37.3054
-81.7301,37.0596
-81.8896,37.1481
-81.871,37.1134
-81.8123,37.0941
-82.0274,37.1276
-81.8729,37.1573
-81.9084,37.0738
-81.51,37.1078
-82.1277,37.1738
-81.8605,37.2251
-82.0274,37.288
-81.2223,37.2698
-80.9974,37.4323
-81.2062,37.4909
-81.3256,37.3321
-81.3793,37.5376
-81.3226,37.4909
-81.2998,37.3309
-81.3404,37.5054
-81.244,37.4401
-81.1318,37.3971
-81.1058,37.4164
-81.2138,37.442
-81.2432,37.4201
-81.2518,37.3539
-81.3043,37.3015
-81.1058,37.4164
-81.1175,37.3799
-81.1784,37.4142
-81.3287,37.3073
-81.5846,37.4329
-81.4151,37.3362
-81.7843,37.4126
-81.7376,37.3407
-81.6668,37.2687
-81.6982,37.4643
-81.7987,37.3518
-81.6264,37.5988
-81.6829,37.6309
-81.7284,37.6696
-81.6268,37.2779
-81.6505,37.7447
-81.6811,37.4678
-81.6539,37.3752
-81.5393,37.3354
-81.4109,37.3857
-81.6305,37.5532
-81.5544,37.3658
-81.8136,37.563
-81.6998,37.474
-81.812,37.4499
-81.8043,37.5221
-81.8882,37.5301
-81.4182,37.5734
-81.4259,37.2937
-81.5628,37.6608
-81.8316,37.3324
-81.8354,37.5887
-81.512,37.4421
-81.575,37.744
-81.4257,37.4082
-81.54,37.6033
-81.607,37.6624
-81.3665,37.3709
-81.9151,37.5048
-81.6187,37.2637
-81.4887,37.5701
-81.4058,37.4194
-75.6993,39.6349
-75.4649,39.8044
-75.5957,39.5725
-75.6889,39.776
-75.6901,39.5776
-75.6832,39.4815
-75.6391,39.7578
-75.7375,39.7011
-75.597,39.5645
-75.7151,39.6699
-75.597,39.5645
-75.7584,39.6896
-75.597,39.5645
-75.6515,39.5929
-75.597,39.5645
-75.6536,39.4592
-75.5852,39.5129
-75.5738,39.7939
-75.6505,39.5555
-75.6834,39.3819
-75.5976,39.7944
-75.6755,39.8082
-75.5497,39.7378
-75.534,39.7564
-75.5317,39.7994
-75.6184,39.7168
-75.5827,39.7434
-75.5635,39.7571
-75.6161,39.7949
-75.6647,39.7359
-75.5069,39.7647
-75.5064,39.8188
-75.597,39.5645
-75.6246,39.7348
-75.4955,39.1564
-75.4818,39.1253
-75.448,39.1087
-75.5974,39.1605
-75.448,39.1087
-75.5294,39.157
-75.0674,38.531
-75.6243,38.5685
-75.6088,38.7366
-75.5966,39.0991
-75.5848,39.2184
-75.6904,39.2564
-75.2113,38.5596
-75.5759,38.477
-75.4056,38.8057
-75.5829,39.0225
-75.0589,38.4865
-75.2006,38.5177
-75.4545,39.0342
-75.3932,38.679
-75.5935,38.8175
-75.2236,38.6723
-75.5843,38.924
-75.6935,39.1542
-75.5064,38.9114
-75.6642,39.2256
-75.5631,38.5537
-75.1747,38.7381
-75.4,38.8613
-75.4483,39.1663
-75.5083,39.0735
-75.4299,38.9218
-75.7287,39.0998
-75.2464,38.6595
-75.1232,38.5496
-75.2953,38.7687
-75.3534,38.7256
-75.0966,38.5617
-75.076,38.7209
-75.6041,38.6404
-75.1573,38.4654
-75.6008,39.2934
-75.5726,39.0419
-75.5711,39.0724
-77.0177,38.9122
-76.9901,38.9024
-76.9895,38.8829
-77.0263,38.893
-77.0312,38.9067
-77.0447,38.8964
-77.074,38.9144
-77.0599,38.9363
-77.0375,38.9202
-77.0322,38.9327
-77.0203,38.9518
-77.0282,38.9757
-77.0146,38.8933
-77.068,38.9658
-77.086,38.9381
-76.994,38.9367
-76.9762,38.9277
-76.9376,38.8902
-76.9742,38.86
-77.0364,38.945
-77.016,38.8759
-77.0146,38.8933
-77.0501,38.9007
-77.0146,38.8933
-76.9995,38.8338
-77.0146,38.8933
-77.0414,38.9087
-77.0504,38.9014
-77.0146,38.8933
-77.0319,38.8966
-77.0146,38.8933
-77.021,38.8959
-77.0146,38.8933
-77.0479,38.9001
-77.0146,38.8933
-77.021,38.9016
-77.0146,38.8933
-77.0204,38.918
-77.0146,38.8933
-77.0369,38.9
-77.0466,38.9053
-76.9963,38.9332
-77.0282,38.8834
-77.0146,38.8933
-77.0251,38.897
-77.0146,38.8933
-77.4421,39.0021
-77.6452,39.0853
-77.45,38.9962
-77.6452,39.0853
-77.6038,38.9577
-78.0168,38.6842
-77.4872,38.7447
-77.5266,38.793
-77.4878,38.7492
-77.4494,38.7707
-77.4248,38.6665
-77.4494,38.7709
-77.8911,38.8405
-77.8601,38.8537
-77.7355,38.9687
-77.7656,39.0075
-77.6383,38.637
-77.467,38.8448
-77.4558,38.8195
-77.2888,38.8318
-77.3818,38.7818
-77.9774,38.7416
-77.6097,39.1603
-77.9546,39.0048
-77.7434,39.058
-77.7342,39.1436
-77.7026,39.1522
-77.8467,39.0823
-77.5474,38.7343
-77.713,38.8237
-77.6869,38.6338
-77.7025,38.6543
-77.8648,38.9163
-77.7802,39.1164
-77.7747,39.1307
-77.5719,38.8543
-77.9674,38.9113
-77.6452,39.0853
-77.4805,39.0373
-77.5285,39.0142
-77.6452,39.0853
-77.4457,38.8867
-77.5092,38.8976
-77.2888,38.8318
-77.6216,38.8157
-77.4669,38.7219
-77.6573,39.1383
-77.6621,39.1339
-77.6883,39.0985
-77.4286,39.0062
-77.3994,39.023
-77.3866,39.0472
-77.4723,38.9814
-77.4286,39.0062
-77.4669,38.7219
-77.6445,38.8674
-77.3675,38.9839
-77.3928,38.9252
-77.2888,38.8318
-77.6054,39.042
-77.5359,39.1821
-77.6669,39.1581
-77.608,39.0729
-77.6596,39.2204
-77.5483,38.7
-77.5857,38.7009
-77.8847,38.9627
-77.8799,38.993
-77.8361,38.6898
-77.7417,38.7153
-77.8203,38.7656
-77.4421,39.009
-77.3418,38.9615
-77.3527,38.9318
-77.2888,38.8318
-77.3419,38.9807
-77.2888,38.8318
-77.63,39.1882
-77.7608,38.8707
-77.0146,38.8933
-77.0466,38.9053
-77.0146,38.8933
-77.0117,38.8966
-77.0146,38.8933
-77.0141,38.8919
-77.0146,38.8933
-77.0391,38.9006
-77.0146,38.8933
-77.0572,38.9154
-77.0367,38.895
-77.0146,38.8933
-77.0409,38.8971
-77.0146,38.8933
-77.0289,38.8678
-77.0146,38.8933
-77.0327,38.8873
-77.0146,38.8933
-77.0311,38.8894
-77.0146,38.8933
-77.0123,38.9363
-77.0146,38.8933
-77.0166,38.8667
-77.0146,38.8933
-77.0369,38.8951
-77.0146,38.8933
-77.0022,38.8555
-77.0174,38.8262
-76.9947,38.9164
-77.0146,38.8933
-76.9966,38.8726
-77.0146,38.8933
-77.0089,38.8992
-77.0146,38.8933
-77.0221,38.884
-77.0221,38.8953
-77.0146,38.8933
-77.0221,38.884
-77.0146,38.8933
-77.0572,38.9043
-77.0146,38.8933
-77.0276,38.9035
-77.0146,38.8933
-77.0476,38.9021
-77.0146,38.8933
-77.0428,38.8986
-77.042,38.9
-77.0146,38.8933
-77.0403,38.8994
-77.0211,38.8959
-77.0485,38.9028
-77.0146,38.8933
-77.0453,38.9139
-77.0363,38.9239
-77.0177,38.896
-77.0146,38.8933
-77.0252,38.8847
-77.0444,38.8977
-77.0146,38.8933
-77.0401,38.8981
-77.0188,38.8764
-77.0146,38.8933
-77.0355,38.8946
-77.0362,38.8987
-77.0431,38.9007
-77.0146,38.8933
-77.0377,38.8994
-77.0146,38.8933
-77.0356,38.8987
-77.0146,38.8933
-77.0167,38.8407
-77.0146,38.8933
-77.049,38.8932
-77.0146,38.8933
-77.049,38.8932
-77.0478,38.8945
-77.0326,38.9024
-77.0146,38.8933
-77.0437,38.9022
-77.0361,38.9029
-77.0369,38.8951
-77.0142,38.8973
-77.027,38.8976
-77.0218,38.8938
-77.0326,38.9011
