sequence,zip,lat,lon,state
6668,63954,36.571,-90.4995,MO
6669,63902,36.7125,-90.407,MO
6670,63962,36.7125,-90.407,MO
6671,63901,36.7662,-90.4166,MO
6672,63967,36.9638,-90.4879,MO
6673,63944,37.1108,-90.4514,MO
6674,63950,37.1196,-90.445,MO
6675,63763,37.1196,-90.445,MO
6676,63934,37.1196,-90.445,MO
6677,63964,37.2119,-90.4375,MO
6678,63632,37.2995,-90.2693,MO
6679,63655,37.4274,-90.1741,MO
6680,63645,37.4906,-90.3362,MO
6681,63651,37.6754,-90.3677,MO
6682,63640,37.7773,-90.4094,MO
6683,63637,37.7348,-90.4968,MO
6684,63624,37.7539,-90.5984,MO
6685,63653,37.8577,-90.5879,MO
6686,63601,37.8498,-90.4885,MO
6687,63628,37.9314,-90.5251,MO
6688,63087,37.9998,-90.4407,MO
6689,63036,37.9961,-90.4005,MO
6690,63627,38.0451,-90.2805,MO
6691,63670,37.8655,-90.1752,MO
6692,63673,37.8325,-89.977,MO
6693,62233,37.9188,-89.8218,IL
6694,62297,38.0203,-89.8297,IL
6695,62241,38.0054,-89.9008,IL
6696,62259,38.0131,-89.8996,IL
6697,62242,38.0926,-89.917,IL
6698,62261,38.0507,-90.0163,IL
6699,62277,38.0831,-90.0959,IL
6700,62279,38.1521,-90.1346,IL
6701,62244,38.1797,-90.1974,IL
6702,62256,38.3043,-90.1356,IL
6703,62298,38.3223,-90.1478,IL
6704,62236,38.4325,-90.2027,IL
6705,62260,38.4443,-90.0888,IL
6706,62285,38.4231,-89.9896,IL
6707,62059,38.44,-89.9835,IL
6708,62222,38.44,-89.9835,IL
6709,62243,38.408,-89.9181,IL
6710,62264,38.316,-89.8728,IL
6711,62248,38.3044,-89.9935,IL
6712,62278,38.1907,-89.9884,IL
6713,62217,38.1754,-89.8414,IL
6714,62257,38.2455,-89.7501,IL
6715,62255,38.295,-89.7922,IL
6716,62282,38.3632,-89.7139,IL
6717,62258,38.4745,-89.7877,IL
6718,62266,38.4857,-89.6816,IL
6719,62265,38.5315,-89.6922,IL
6720,62215,38.532,-89.6202,IL
6721,62245,38.5487,-89.5413,IL
6722,62230,38.6188,-89.5284,IL
6723,62216,38.6089,-89.6034,IL
6724,62293,38.6191,-89.6447,IL
6725,62289,38.5967,-89.7512,IL
6726,62254,38.6053,-89.7992,IL
6727,62225,38.5432,-89.859,IL
6728,62269,38.5718,-89.8957,IL
6729,62221,38.5396,-89.9583,IL
6730,62220,38.5127,-89.9847,IL
6731,62226,38.5352,-90.0006,IL
6732,62223,38.5456,-90.0378,IL
6733,62208,38.596,-90.0071,IL
6734,62232,38.6345,-90.0135,IL
6735,62234,38.6835,-89.9853,IL
6736,62062,38.7138,-89.9658,IL
6737,62026,38.7337,-89.943,IL
6738,62034,38.7609,-89.9706,IL
6739,62025,38.805,-89.9637,IL
6740,62294,38.7243,-89.8708,IL
6741,62281,38.7059,-89.7925,IL
6742,62061,38.7793,-89.7786,IL
6743,62249,38.7631,-89.6789,IL
6744,62275,38.7846,-89.5247,IL
6745,62273,38.8845,-89.4449,IL
6746,62246,38.8933,-89.4052,IL
6747,62284,38.8739,-89.3266,IL
6748,62262,38.9311,-89.2463,IL
6749,62253,38.7769,-89.2975,IL
6750,62875,38.7549,-89.0942,IL
6751,62892,38.8033,-89.083,IL
6752,62885,38.8446,-89.079,IL
6753,62471,38.9439,-89.1041,IL
6754,62080,39.0781,-89.1051,IL
6755,62011,39.1128,-89.2125,IL
6756,62032,39.1039,-89.2946,IL
6757,62017,39.0908,-89.3945,IL
6758,62019,39.0344,-89.4909,IL
6759,62077,39.0317,-89.5237,IL
6760,62086,38.9693,-89.5653,IL
6761,62091,39.0473,-89.635,IL
6762,62056,39.1793,-89.6499,IL
6763,62015,39.2114,-89.5305,IL
6764,62089,39.1309,-89.492,IL
6765,62049,39.1494,-89.4881,IL
6766,62051,39.2089,-89.4104,IL
6767,62094,39.2469,-89.3414,IL
6768,62075,39.3036,-89.2853,IL
6769,62076,39.3434,-89.2191,IL
6770,62083,39.3743,-89.1983,IL
6771,62555,39.4775,-89.1951,IL
6772,62510,39.5095,-89.0398,IL
6773,62557,39.3971,-89.1048,IL
6774,62553,39.2884,-89.0836,IL
6775,62431,39.2245,-88.9812,IL
6776,62422,39.2326,-88.8868,IL
6777,62438,39.3134,-88.8715,IL
6778,62571,39.39,-88.9597,IL
6779,62565,39.458,-88.8058,IL
6780,62534,39.5193,-88.7468,IL
6781,61914,39.6348,-88.7543,IL
6782,61925,39.7119,-88.7975,IL
6783,62549,39.7705,-88.8659,IL
6784,61936,39.7983,-88.7272,IL
6785,61818,39.8681,-88.7256,IL
6786,62501,39.934,-88.8052,IL
6787,62554,39.9351,-88.8547,IL
6788,61756,40.0342,-88.9578,IL
6789,62535,39.9248,-88.9691,IL
6790,62526,39.8583,-88.9382,IL
6791,62521,39.8395,-88.9465,IL
6792,62523,39.8417,-88.9534,IL
6793,62525,39.854,-88.9815,IL
6794,62522,39.8432,-88.9861,IL
6795,62532,39.78,-88.9808,IL
6796,62514,39.7624,-89.0507,IL
6797,62544,39.7041,-88.988,IL
6798,62550,39.6248,-89.019,IL
6799,62513,39.6978,-89.1136,IL
6800,62567,39.6405,-89.1913,IL
6801,62547,39.769,-89.2489,IL
6802,62539,39.8499,-89.2513,IL
6803,62551,39.8582,-89.1701,IL
6804,62537,39.8567,-89.085,IL
6805,62573,39.9454,-89.0741,IL
6806,62543,39.9711,-89.1725,IL
6807,62518,40.0582,-89.19,IL
6808,62512,40.1437,-89.1948,IL
6809,61749,40.0967,-89.0859,IL
6810,61778,40.2437,-89.1143,IL
6811,61754,40.3282,-89.1645,IL
6812,61723,40.2586,-89.23,IL
6813,61751,40.2193,-89.2852,IL
6814,62656,40.1451,-89.3684,IL
6815,62548,40.0045,-89.2935,IL
6816,62541,39.9706,-89.3505,IL
6817,62519,39.9374,-89.4023,IL
6818,62634,40.0132,-89.452,IL
6819,62693,39.9542,-89.5487,IL
6820,62684,39.9121,-89.5877,IL
6821,62761,39.8524,-89.541,IL
6822,62716,39.8482,-89.5364,IL
6823,62561,39.8663,-89.5087,IL
6824,62520,39.8563,-89.4603,IL
6825,62515,39.8499,-89.3879,IL
6826,62545,39.7778,-89.4064,IL
6827,62531,39.6612,-89.3779,IL
6828,62570,39.588,-89.4495,IL
6829,62517,39.5917,-89.424,IL
6830,62540,39.5838,-89.4185,IL
6831,62568,39.5591,-89.3406,IL
6832,62556,39.4699,-89.3733,IL
6833,62546,39.4153,-89.4541,IL
6834,62538,39.3719,-89.538,IL
6835,62560,39.3106,-89.5851,IL
6836,62572,39.3688,-89.6545,IL
6837,62533,39.4401,-89.617,IL
6838,62530,39.5692,-89.6626,IL
6839,62558,39.6086,-89.5678,IL
6840,62536,39.6327,-89.6581,IL
6841,62629,39.6737,-89.7112,IL
6842,62711,39.7655,-89.7293,IL
6843,62704,39.7725,-89.6889,IL
6844,62706,39.7989,-89.6534,IL
6845,62701,39.8,-89.6495,IL
6846,62703,39.7622,-89.6275,IL
6847,62796,39.7495,-89.606,IL
6848,62563,39.7182,-89.5649,IL
6849,62712,39.7533,-89.58,IL
6850,62708,39.8061,-89.5864,IL
6851,62702,39.8317,-89.6465,IL
6852,62707,39.8544,-89.6544,IL
6853,62625,39.9169,-89.6891,IL
6854,62613,39.9917,-89.6684,IL
6855,62666,40.0967,-89.5818,IL
6856,62671,40.1682,-89.5604,IL
6857,62643,40.2451,-89.4519,IL
6858,62635,40.2967,-89.4714,IL
6859,61734,40.369,-89.5321,IL
6860,61568,40.5053,-89.4833,IL
6861,61747,40.4273,-89.4214,IL
6862,61721,40.3613,-89.3231,IL
6863,61759,40.4359,-89.3165,IL
6864,61755,40.5396,-89.3458,IL
6865,61733,40.6224,-89.3323,IL
6866,61742,40.6329,-89.2727,IL
6867,61530,40.7152,-89.2706,IL
6868,61561,40.7956,-89.2093,IL
6869,61516,40.8306,-89.1165,IL
6870,61771,40.7224,-89.1271,IL
6871,61725,40.6029,-89.1098,IL
6872,61729,40.6208,-89.1994,IL
6873,61732,40.5364,-89.1885,IL
6874,61774,40.4376,-89.2164,IL
6875,61772,40.4174,-89.0822,IL
6876,61705,40.44,-89.067,IL
6877,61790,40.5103,-88.998,IL
6878,61761,40.5124,-88.9883,IL
6879,61701,40.4783,-88.9893,IL
6880,61710,40.4777,-88.9542,IL
6881,61709,40.4614,-88.953,IL
6882,61704,40.4705,-88.9433,IL
6883,61799,40.4885,-88.9396,IL
6884,61702,40.5192,-88.8643,IL
6885,61791,40.5192,-88.8643,IL
6886,61758,40.5192,-88.8643,IL
6887,61776,40.5533,-88.8886,IL
6888,61748,40.6205,-88.9759,IL
6889,61738,40.7389,-89.012,IL
6890,61744,40.7439,-88.884,IL
6891,61740,40.879,-88.862,IL
6892,61743,40.8757,-88.7817,IL
6893,61726,40.7446,-88.7219,IL
6894,61753,40.6357,-88.8062,IL
6895,61730,40.536,-88.735,IL
6896,61728,40.5704,-88.62,IL
6897,61720,40.5441,-88.5266,IL
6898,61731,40.603,-88.4943,IL
6899,61775,40.6476,-88.404,IL
6900,61773,40.5823,-88.3815,IL
6901,60936,40.4659,-88.3609,IL
6902,60933,40.4648,-88.2712,IL
6903,60952,40.5714,-88.2551,IL
6904,60962,40.6193,-88.1804,IL
6905,60968,40.684,-88.0999,IL
6906,60959,40.7556,-88.1873,IL
6907,60921,40.7484,-88.2937,IL
6908,61741,40.7513,-88.4111,IL
6909,61739,40.745,-88.5165,IL
6910,61764,40.8764,-88.6328,IL
6911,60460,41.0238,-88.5156,IL
6912,60420,41.0887,-88.4159,IL
6913,60920,41.0248,-88.3072,IL
6914,60934,40.9692,-88.3589,IL
6915,61769,40.8885,-88.4094,IL
6916,60929,40.8781,-88.2765,IL
6917,60946,40.9126,-88.209,IL
6918,60919,40.9819,-88.1921,IL
6919,60917,41.0433,-88.1772,IL
6920,60961,41.1005,-88.2089,IL
6921,60935,41.1676,-88.1845,IL
6922,60969,41.1088,-88.1465,IL
6923,60941,41.0464,-88.0858,IL
6924,60913,41.1573,-88.0619,IL
6925,60481,41.284,-88.1231,IL
6926,60408,41.2657,-88.2231,IL
6927,60416,41.2908,-88.2823,IL
6928,60407,41.2288,-88.269,IL
6929,60474,41.1728,-88.2767,IL
6930,60424,41.1775,-88.338,IL
6931,60444,41.2264,-88.4217,IL
6932,60450,41.3672,-88.4178,IL
6933,60447,41.4615,-88.2786,IL
6934,60410,41.4347,-88.2138,IL
6935,60404,41.5076,-88.2169,IL
6936,60586,41.5642,-88.2178,IL
6937,60544,41.6009,-88.1994,IL
6938,60585,41.6558,-88.2203,IL
6939,60564,41.704,-88.1952,IL
6940,60503,41.7199,-88.2548,IL
6941,60504,41.7523,-88.2453,IL
6942,60519,41.7775,-88.2428,IL
6943,60502,41.7845,-88.2616,IL
6944,60505,41.7582,-88.2971,IL
6945,60507,41.7606,-88.3201,IL
6946,60568,41.7606,-88.3201,IL
6947,60538,41.7177,-88.332,IL
6948,60543,41.6849,-88.3453,IL
6949,60506,41.7664,-88.3446,IL
6950,60542,41.8089,-88.3274,IL
6951,60539,41.8241,-88.3315,IL
6952,60510,41.8482,-88.3098,IL
6953,60134,41.886,-88.311,IL
6954,60174,41.9194,-88.307,IL
6955,60184,41.9525,-88.2536,IL
6956,60103,41.9794,-88.2063,IL
6957,60133,41.9995,-88.1451,IL
6958,60107,42.0225,-88.169,IL
6959,60179,42.0793,-88.2237,IL
6960,60120,42.0384,-88.2606,IL
6961,60177,41.9969,-88.2986,IL
6962,60123,42.0376,-88.3186,IL
6963,60121,42.0413,-88.3126,IL
6964,60122,42.0671,-88.305,IL
6965,60118,42.0962,-88.2902,IL
6966,60110,42.123,-88.2606,IL
6967,60102,42.1641,-88.3064,IL
6968,60156,42.1817,-88.3304,IL
6969,60014,42.2308,-88.3324,IL
6970,60012,42.2662,-88.3213,IL
6971,60050,42.3311,-88.2955,IL
6972,60051,42.3542,-88.2294,IL
6973,60081,42.4413,-88.2237,IL
6974,60071,42.4669,-88.29,IL
6975,60072,42.4048,-88.3054,IL
6976,60097,42.3849,-88.3534,IL
6977,60098,42.3198,-88.4477,IL
6978,60001,42.3248,-88.4525,IL
6979,60039,42.3248,-88.4525,IL
6980,60180,42.2103,-88.5283,IL
6981,60152,42.2442,-88.6074,IL
6982,61038,42.251,-88.7437,IL
6983,61008,42.2595,-88.8509,IL
6984,61065,42.3594,-88.8428,IL
6985,61011,42.3835,-88.9185,IL
6986,61073,42.4217,-88.9943,IL
6987,61115,42.3545,-89.0397,IL
6988,61111,42.3295,-89.0335,IL
6989,61114,42.3185,-88.9972,IL
6990,61107,42.2786,-89.0361,IL
6991,61108,42.2514,-89.0235,IL
6992,61112,42.2456,-88.9704,IL
6993,61016,42.2206,-88.9619,IL
6994,61109,42.2166,-89.0512,IL
6995,61104,42.2554,-89.0768,IL
6996,61103,42.301,-89.0833,IL
6997,61101,42.2922,-89.1161,IL
6998,61102,42.2547,-89.1247,IL
6999,61132,42.3254,-89.1705,IL
7000,61088,42.2727,-89.2373,IL
7001,61063,42.3051,-89.3472,IL
7002,61077,42.2368,-89.358,IL
7003,61067,42.2996,-89.4627,IL
7004,61039,42.2176,-89.4712,IL
7005,61047,42.1532,-89.3959,IL
7006,61054,42.0479,-89.4346,IL
7007,61061,42.0095,-89.3444,IL
7008,61010,42.1292,-89.2659,IL
7009,61084,42.1183,-89.1898,IL
7010,61043,42.0647,-89.0957,IL
7011,61020,42.0979,-89.0838,IL
7012,61052,42.105,-89.0169,IL
7013,61049,42.0507,-89.034,IL
7014,60129,42.0225,-88.9439,IL
7015,60113,41.9312,-88.9566,IL
7016,60150,41.9183,-88.8688,IL
7017,60111,42.0086,-88.8306,IL
7018,60146,42.1014,-88.8685,IL
7019,60145,42.1057,-88.7695,IL
7020,60135,42.0981,-88.6908,IL
7021,60178,41.9911,-88.6928,IL
7022,60115,41.9008,-88.7548,IL
7023,60112,41.92,-88.6887,IL
7024,60151,41.9232,-88.5999,IL
7025,60109,42.0458,-88.539,IL
7026,60140,42.0807,-88.517,IL
7027,60142,42.1756,-88.4268,IL
7028,60136,42.0984,-88.3691,IL
7029,60124,42.0293,-88.3747,IL
7030,60175,41.9478,-88.3918,IL
7031,60147,41.937,-88.4202,IL
7032,60183,41.937,-88.4202,IL
7033,60119,41.8824,-88.4611,IL
7034,60144,41.8353,-88.522,IL
7035,60511,41.7593,-88.5376,IL
7036,60554,41.7741,-88.4397,IL
7037,60512,41.7016,-88.4398,IL
7038,60560,41.6387,-88.4438,IL
7039,60545,41.667,-88.5384,IL
7040,60536,41.5984,-88.5529,IL
7041,60541,41.5267,-88.527,IL
7042,60537,41.5614,-88.5975,IL
7043,60551,41.5164,-88.6706,IL
7044,60549,41.4995,-88.7509,IL
7045,60557,41.4409,-88.7703,IL
7046,61350,41.3526,-88.8416,IL
7047,61325,41.2386,-88.8168,IL
7048,61341,41.3302,-88.6947,IL
7049,61360,41.3152,-88.61,IL
7050,60479,41.2501,-88.517,IL
7051,60437,41.1631,-88.5535,IL
7052,60470,41.153,-88.6502,IL
7053,61313,41.0719,-88.6498,IL
7054,61319,41.031,-88.7668,IL
7055,61364,41.1225,-88.8307,IL
7056,61311,41.0426,-88.8642,IL
7057,61333,40.9896,-88.8811,IL
7058,61321,40.9547,-88.9628,IL
7059,61760,40.8985,-89.0349,IL
7060,61358,40.9844,-89.0388,IL
7061,61369,41.0046,-89.1348,IL
7062,61377,41.0548,-89.0416,IL
7063,61334,41.145,-89.075,IL
7064,61332,41.1895,-88.9806,IL
7065,61370,41.2327,-89.089,IL
7066,61316,41.2617,-89.1237,IL
7067,61363,41.2567,-89.1778,IL
7068,61326,41.2642,-89.225,IL
7069,61340,41.266,-89.2491,IL
7070,61335,41.173,-89.2187,IL
7071,61336,41.1164,-89.227,IL
7072,61375,41.0327,-89.2483,IL
7073,61541,40.9823,-89.2354,IL
7074,61570,40.9141,-89.283,IL
7075,61545,40.8793,-89.3703,IL
7076,61548,40.7844,-89.4309,IL
7077,61571,40.7034,-89.4194,IL
7078,61550,40.6148,-89.4604,IL
7079,61535,40.5925,-89.5345,IL
7080,61558,40.5545,-89.61,IL
7081,61554,40.5674,-89.6243,IL
7082,61555,40.5607,-89.6502,IL
7083,61564,40.4945,-89.6518,IL
7084,61534,40.4198,-89.6549,IL
7085,61546,40.416,-89.7898,IL
7086,61532,40.3594,-89.8334,IL
7087,62682,40.3011,-89.6872,IL
7088,62664,40.2269,-89.7318,IL
7089,62642,40.1017,-89.7469,IL
7090,62659,40.0311,-89.7867,IL
7091,62675,39.9728,-89.8072,IL
7092,62688,39.9402,-89.8823,IL
7093,62677,39.8331,-89.8686,IL
7094,62670,39.7681,-89.855,IL
7095,62661,39.6704,-89.8588,IL
7096,62692,39.587,-89.9449,IL
7097,62662,39.5509,-89.8459,IL
7098,62615,39.5918,-89.744,IL
7099,62689,39.5394,-89.7621,IL
7100,62690,39.5064,-89.7783,IL
7101,62672,39.398,-89.8045,IL
7102,62640,39.3838,-89.8501,IL
7103,62626,39.2885,-89.8661,IL
7104,62685,39.1952,-89.9607,IL
7105,62033,39.1341,-89.8442,IL
7106,62093,39.0695,-89.8565,IL
7107,62085,39.0828,-89.8043,IL
7108,62009,39.0939,-89.8031,IL
7109,62023,39.1118,-89.7855,IL
7110,62069,39.0705,-89.7448,IL
7111,62088,39.0135,-89.7857,IL
7112,62058,38.969,-89.7668,IL
7113,62074,38.9676,-89.7392,IL
7114,62001,38.8822,-89.7441,IL
7115,62046,38.8901,-89.8457,IL
7116,62097,38.9449,-89.8532,IL
7117,62014,39.0408,-89.9624,IL
7118,62021,38.9832,-89.9786,IL
7119,62067,38.9318,-89.9618,IL
7120,62010,38.9074,-90.0344,IL
7121,62018,38.9124,-90.0826,IL
7122,62024,38.8803,-90.083,IL
7123,62095,38.8643,-90.0875,IL
7124,62084,38.8482,-90.0798,IL
7125,62048,38.8278,-90.0926,IL
7126,62087,38.8225,-90.0583,IL
7127,62040,38.7261,-90.1106,IL
7128,62060,38.6811,-90.1566,IL
7129,62090,38.6706,-90.1689,IL
7130,62071,38.6516,-90.1639,IL
7131,62201,38.6427,-90.1387,IL
7132,62202,38.6163,-90.1591,IL
7133,62205,38.6149,-90.1275,IL
7134,62204,38.6308,-90.095,IL
7135,62203,38.5992,-90.0744,IL
7136,62207,38.587,-90.1278,IL
7137,62206,38.5514,-90.1544,IL
7138,62239,38.5162,-90.2104,IL
7139,62240,38.5349,-90.2208,IL
7140,63111,38.5633,-90.2495,MO
7141,63116,38.5814,-90.2625,MO
7142,63118,38.5943,-90.2309,MO
7143,63104,38.6128,-90.2185,MO
7144,63103,38.6332,-90.2164,MO
7145,63102,38.6352,-90.1864,MO
7146,63101,38.6346,-90.1913,MO
7147,63106,38.6442,-90.2082,MO
7148,63107,38.6645,-90.2125,MO
7149,63115,38.6756,-90.2385,MO
7150,63120,38.6909,-90.2595,MO
7151,63112,38.6616,-90.2819,MO
7152,63113,38.659,-90.2496,MO
7153,63199,38.6531,-90.2435,MO
7154,63108,38.6445,-90.2544,MO
7155,63110,38.6185,-90.2564,MO
7156,63139,38.6108,-90.292,MO
7157,63109,38.5855,-90.2929,MO
7158,63123,38.5476,-90.3241,MO
7159,63125,38.5222,-90.3021,MO
7160,63129,38.4566,-90.3282,MO
7161,63128,38.4915,-90.3772,MO
7162,63010,38.4305,-90.387,MO
7163,63052,38.4069,-90.4381,MO
7164,63012,38.3384,-90.4142,MO
7165,63057,38.3419,-90.4082,MO
7166,63053,38.3653,-90.3629,MO
7167,62295,38.2805,-90.3122,IL
7168,63070,38.2799,-90.4111,MO
7169,63048,38.2625,-90.3896,MO
7170,63019,38.23,-90.3825,MO
7171,63028,38.1879,-90.4286,MO
7172,63047,38.1941,-90.4725,MO
7173,63065,38.2527,-90.5149,MO
7174,63050,38.2586,-90.5782,MO
7175,63066,38.2809,-90.6521,MO
7176,63023,38.3155,-90.6911,MO
7177,63016,38.3573,-90.6498,MO
7178,63051,38.4131,-90.5575,MO
7179,63049,38.4728,-90.5281,MO
7180,63025,38.5128,-90.6306,MO
7181,63040,38.5667,-90.631,MO
7182,63038,38.5878,-90.6639,MO
7183,63005,38.6318,-90.6142,MO
7184,63017,38.6491,-90.5358,MO
7185,63011,38.6091,-90.5598,MO
7186,63021,38.577,-90.5255,MO
7187,63088,38.5576,-90.4924,MO
7188,63026,38.5015,-90.4683,MO
7189,63127,38.5355,-90.407,MO
7190,63126,38.5495,-90.3811,MO
7191,63122,38.5781,-90.4256,MO
7192,63131,38.6171,-90.4504,MO
7193,63167,38.6383,-90.4271,MO
7194,63006,38.6383,-90.4271,MO
7195,63099,38.6383,-90.4271,MO
7196,63032,38.6383,-90.4271,MO
7197,63141,38.6565,-90.4542,MO
7198,63146,38.7033,-90.4618,MO
7199,63043,38.7229,-90.4474,MO
7200,63044,38.7506,-90.4161,MO
7201,63074,38.7259,-90.3864,MO
7202,63114,38.7023,-90.3644,MO
7203,63132,38.6746,-90.3747,MO
7204,63124,38.6372,-90.3776,MO
7205,63144,38.6182,-90.3489,MO
7206,63119,38.5893,-90.3481,MO
7207,63143,38.6111,-90.3225,MO
7208,63117,38.6295,-90.3342,MO
7209,63105,38.6459,-90.3264,MO
7210,63130,38.6669,-90.3225,MO
7211,63133,38.6779,-90.3033,MO
7212,63121,38.7071,-90.3055,MO
7213,63140,38.7375,-90.3265,MO
7214,63134,38.7435,-90.341,MO
7215,63042,38.7809,-90.3669,MO
7216,63031,38.8069,-90.3401,MO
7217,63034,38.8338,-90.2936,MO
7218,63033,38.7947,-90.2831,MO
7219,63135,38.7497,-90.3012,MO
7220,63136,38.7196,-90.27,MO
7221,63147,38.7139,-90.2375,MO
7222,63137,38.7468,-90.2131,MO
7223,63138,38.8033,-90.2065,MO
7224,63386,38.8758,-90.2384,MO
7225,62002,38.9087,-90.1568,IL
7226,62035,38.946,-90.206,IL
7227,62012,39.0361,-90.1443,IL
7228,62079,39.1159,-90.1237,IL
7229,62030,39.1546,-90.1642,IL
7230,62063,39.1986,-90.1542,IL
7231,62630,39.2608,-90.0784,IL
7232,62649,39.3752,-90.0672,IL
7233,62674,39.4227,-90.0311,IL
7234,62667,39.476,-89.9794,IL
7235,62683,39.4803,-90.1048,IL
7236,62638,39.6222,-90.0889,IL
7237,62601,39.7517,-90.0458,IL
7238,62660,39.8589,-90.2007,IL
7239,62691,39.958,-90.1764,IL
7240,62612,39.9386,-90.0792,IL
7241,62627,40.0374,-90.1163,IL
7242,62617,40.1536,-90.1661,IL
7243,62655,40.1587,-90.0043,IL
7244,62673,40.0994,-89.9601,IL
7245,62633,40.2279,-89.8903,IL
7246,61567,40.3303,-89.9312,IL
7247,61543,40.3902,-90.0026,IL
7248,62644,40.3,-90.061,IL
7249,61542,40.383,-90.1563,IL
7250,61441,40.3594,-90.2967,IL
7251,61477,40.4855,-90.2856,IL
7252,61459,40.4978,-90.3885,IL
7253,61482,40.3784,-90.4239,IL
7254,61484,40.3062,-90.422,IL
7255,61501,40.2311,-90.3443,IL
7256,62624,40.1289,-90.3721,IL
7257,62639,40.07,-90.429,IL
7258,62618,40.0044,-90.4229,IL
7259,62622,39.9796,-90.3524,IL
7260,62611,39.8979,-90.3636,IL
7261,62631,39.823,-90.3722,IL
7262,62628,39.7716,-90.4113,IL
7263,62650,39.737,-90.3014,IL
7264,62651,39.6983,-90.2615,IL
7265,62695,39.6189,-90.2257,IL
7266,62668,39.5723,-90.2379,IL
7267,62663,39.5405,-90.3317,IL
7268,62082,39.4846,-90.3498,IL
7269,62092,39.4288,-90.4019,IL
7270,62050,39.4674,-90.5128,IL
7271,62078,39.4806,-90.4829,IL
7272,62610,39.5606,-90.434,IL
7273,62694,39.6266,-90.4664,IL
7274,62621,39.7296,-90.5313,IL
7275,62665,39.8173,-90.5339,IL
7276,62323,39.8071,-90.663,IL
7277,62378,39.8883,-90.6741,IL
7278,62353,39.9803,-90.7414,IL
7279,62375,40.0117,-90.8661,IL
7280,62324,40.0133,-90.9554,IL
7281,62339,40.1203,-91.0296,IL
7282,62346,40.1572,-90.9844,IL
7283,62316,40.2341,-91.0705,IL
7284,62367,40.3236,-90.9672,IL
7285,62311,40.2341,-90.9554,IL
7286,62344,40.1544,-90.8531,IL
7287,62319,40.1511,-90.7544,IL
7288,62681,40.1133,-90.5432,IL
7289,61452,40.2339,-90.619,IL
7290,61440,40.3256,-90.6105,IL
7291,61411,40.3852,-90.5037,IL
7292,61416,40.495,-90.5646,IL
7293,61422,40.5539,-90.506,IL
7294,61470,40.618,-90.4727,IL
7295,61415,40.6549,-90.4461,IL
7296,61474,40.7289,-90.3798,IL
7297,61410,40.8023,-90.4009,IL
7298,61417,40.7799,-90.5059,IL
7299,61423,40.889,-90.5001,IL
7300,61435,40.9863,-90.5491,IL
7301,61412,41.0521,-90.5436,IL
7302,61466,41.1006,-90.4736,IL
7303,61472,41.1103,-90.39,IL
7304,61490,41.1849,-90.2833,IL
7305,61467,41.0832,-90.2391,IL
7306,61488,41.0224,-90.2723,IL
7307,61439,41.0276,-90.3575,IL
7308,61401,40.9521,-90.3698,IL
7309,61430,40.9402,-90.3109,IL
7310,61448,40.9107,-90.2871,IL
7311,61402,40.9322,-90.2144,IL
7312,61436,40.8765,-90.1747,IL
7313,61458,40.7849,-90.2008,IL
7314,61544,40.695,-90.2616,IL
7315,61431,40.6047,-90.2875,IL
7316,61432,40.6442,-90.1653,IL
7317,61433,40.5603,-90.1798,IL
7318,61427,40.4995,-90.1811,IL
7319,61519,40.4663,-90.091,IL
7320,61563,40.4912,-90.0505,IL
7321,61524,40.4912,-90.0318,IL
7322,61520,40.5601,-90.0242,IL
7323,61553,40.6259,-90.0323,IL
7324,61531,40.6832,-90.035,IL
7325,61572,40.7878,-90.0265,IL
7326,61529,40.7726,-89.9289,IL
7327,61569,40.6795,-89.9135,IL
7328,61536,40.6798,-89.7952,IL
7329,61533,40.576,-89.8113,IL
7330,61539,40.5571,-89.7685,IL
7331,61547,40.6117,-89.7184,IL
7332,61607,40.6321,-89.6903,IL
7333,61641,40.64,-89.652,IL
7334,61610,40.6428,-89.5988,IL
7335,61611,40.6731,-89.5514,IL
7336,61639,40.7098,-89.5636,IL
7337,61603,40.7132,-89.577,IL
7338,61637,40.7025,-89.5898,IL
7339,61636,40.6999,-89.5951,IL
7340,61629,40.692,-89.5887,IL
7341,61602,40.6936,-89.589,IL
7342,61601,40.6931,-89.5898,IL
7343,61634,40.6896,-89.5926,IL
7344,61606,40.6989,-89.6122,IL
7345,61625,40.6963,-89.6166,IL
7346,61605,40.6775,-89.6263,IL
7347,61604,40.7111,-89.6324,IL
7348,61613,40.7425,-89.6279,IL
7349,61633,40.7312,-89.6031,IL
7350,61616,40.7468,-89.5719,IL
7351,61614,40.7681,-89.6026,IL
7352,61638,40.7969,-89.6111,IL
7353,61552,40.818,-89.568,IL
7354,61525,40.8444,-89.6397,IL
7355,61615,40.7661,-89.645,IL
7356,61656,40.7442,-89.7184,IL
7357,61612,40.7442,-89.7184,IL
7358,61528,40.779,-89.723,IL
7359,61559,40.9093,-89.7723,IL
7360,61517,40.8407,-89.897,IL
7361,61451,40.9335,-89.9349,IL
7362,61489,40.9277,-90.0267,IL
7363,61428,40.9551,-90.1398,IL
7364,61485,41.0256,-90.0933,IL
7365,61414,41.1128,-90.1598,IL
7366,61434,41.1656,-90.0481,IL
7367,61419,41.1977,-90.1183,IL
7368,61238,41.3114,-90.1805,IL
7369,61274,41.3637,-90.2681,IL
7370,61233,41.2954,-90.2905,IL
7371,61262,41.2888,-90.3304,IL
7372,61468,41.2577,-90.3878,IL
7373,61413,41.193,-90.3821,IL
