sequence,zip,lat,lon,state
5962,38740,34.047,-90.7652,MS
5963,38774,33.9491,-90.7625,MS
5964,38781,33.9101,-90.7515,MS
5965,38762,33.886,-90.7302,MS
5966,38759,33.8373,-90.7256,MS
5967,38764,33.7915,-90.857,MS
5968,38732,33.743,-90.7309,MS
5969,38730,33.6891,-90.7838,MS
5970,38733,33.624,-90.8195,MS
5971,38773,33.5874,-90.8143,MS
5972,38749,33.4457,-90.7534,MS
5973,38756,33.3985,-90.8839,MS
5974,38776,33.4096,-90.9104,MS
5975,38760,33.4546,-90.9943,MS
5976,38702,33.4258,-90.9946,MS
5977,38703,33.4085,-91.0228,MS
5978,38701,33.3787,-91.0468,MS
5979,38782,33.5018,-91.0584,MS
5980,38772,33.5629,-91.0391,MS
5981,38725,33.6448,-91.0338,MS
5982,38726,33.788,-90.9795,MS
5983,38769,33.8432,-90.9923,MS
5984,38746,33.9439,-90.9319,MS
5985,72379,34.0665,-91.0071,AR
5986,72328,34.1335,-90.9751,AR
5987,72367,34.2198,-90.9504,AR
5988,72333,34.3118,-90.8939,AR
5989,72389,34.3466,-90.8869,AR
5990,72353,34.3286,-90.9652,AR
5991,72383,34.4762,-91.0187,AR
5992,72366,34.5485,-90.9413,AR
5993,72374,34.5394,-90.8813,AR
5994,72369,34.4542,-90.7684,AR
5995,72312,34.5467,-90.7679,AR
5996,72355,34.5979,-90.7523,AR
5997,72390,34.5496,-90.6545,AR
5998,72342,34.5325,-90.6298,AR
5999,38644,34.4618,-90.4981,MS
6000,38626,34.5357,-90.3693,MS
6001,38676,34.6884,-90.3685,MS
6002,38664,34.8093,-90.3052,MS
6003,72320,34.8548,-90.5377,AR
6004,72348,34.9454,-90.4741,AR
6005,72346,35.0973,-90.4586,AR
6006,72373,35.2586,-90.5564,AR
6007,72331,35.2799,-90.4503,AR
6008,72327,35.2119,-90.3351,AR
6009,72303,35.1374,-90.2855,AR
6010,72332,35.1042,-90.3133,AR
6011,72376,35.0834,-90.255,AR
6012,72301,35.1484,-90.1779,AR
6013,72364,35.2077,-90.1989,AR
6014,72325,35.3093,-90.2362,AR
6015,72384,35.3439,-90.2978,AR
6016,72339,35.4057,-90.2714,AR
6017,72338,35.4591,-90.1884,AR
6018,72350,35.5052,-90.1478,AR
6019,72313,35.5365,-90.1268,AR
6020,72395,35.566,-90.0427,AR
6021,72329,35.6253,-90.0138,AR
6022,72351,35.6737,-90.0963,AR
6023,72370,35.7019,-89.9798,AR
6024,72358,35.7608,-89.922,AR
6025,72321,35.8173,-89.9393,AR
6026,72426,35.8554,-90.0418,AR
6027,72310,35.852,-89.9728,AR
6028,72315,35.8786,-89.8968,AR
6029,72316,35.9273,-89.919,AR
6030,72319,35.9598,-89.972,AR
6031,63853,36.0559,-89.8709,MO
6032,63839,36.0476,-89.8091,MO
6033,63877,36.0915,-89.8346,MO
6034,63826,36.1753,-89.8295,MO
6035,63840,36.2133,-89.7481,MO
6036,63830,36.1802,-89.6683,MO
6037,63851,36.2589,-89.7172,MO
6038,63827,36.2732,-89.8736,MO
6039,63879,36.3478,-89.8181,MO
6040,63873,36.4279,-89.7002,MO
6041,63866,36.519,-89.6126,MO
6042,63862,36.5853,-89.6112,MO
6043,63869,36.6073,-89.5366,MO
6044,63860,36.6726,-89.5639,MO
6045,63867,36.7154,-89.6287,MO
6046,63828,36.7504,-89.6918,MO
6047,63833,36.6876,-89.7706,MO
6048,63870,36.5856,-89.819,MO
6049,63874,36.5534,-89.8179,MO
6050,63878,36.503,-89.8224,MO
6051,63848,36.4538,-89.9135,MO
6052,63837,36.4478,-89.9729,MO
6053,63847,36.4412,-90.0309,MO
6054,63852,36.3885,-90.0208,MO
6055,63857,36.2407,-90.0491,MO
6056,63849,36.159,-89.9349,MO
6057,63875,36.0937,-90.0134,MO
6058,63855,36.0627,-90.0816,MO
6059,63876,36.1324,-90.1632,MO
6060,63821,36.0501,-90.2284,MO
6061,63829,36.0434,-90.2907,MO
6062,72438,35.9332,-90.1955,AR
6063,72442,35.8439,-90.1806,AR
6064,72428,35.7337,-90.1838,AR
6065,72391,35.6831,-90.2626,AR
6066,72330,35.5954,-90.2157,AR
6067,72386,35.4865,-90.3519,AR
6068,72365,35.5349,-90.4194,AR
6069,72354,35.6069,-90.3359,AR
6070,72377,35.674,-90.3401,AR
6071,72419,35.759,-90.3358,AR
6072,72447,35.9002,-90.3437,AR
6073,72414,35.8368,-90.4005,AR
6074,72437,35.8171,-90.4423,AR
6075,72411,35.7456,-90.5507,AR
6076,72472,35.5882,-90.562,AR
6077,72432,35.5722,-90.7038,AR
6078,72324,35.3991,-90.7613,AR
6079,72387,35.3245,-90.7712,AR
6080,72396,35.233,-90.793,AR
6081,72336,35.1009,-90.7261,AR
6082,72394,35.0592,-90.6293,AR
6083,72359,35.0252,-90.7086,AR
6084,72335,35.0091,-90.7886,AR
6085,72322,35.0562,-90.8288,AR
6086,72326,35.0881,-90.8895,AR
6087,72372,34.9663,-90.9049,AR
6088,72341,34.8838,-90.7666,AR
6089,72352,34.7697,-90.7552,AR
6090,72360,34.7759,-90.7785,AR
6091,72311,34.7195,-90.8969,AR
6092,72368,34.803,-91.006,AR
6093,72108,34.7348,-91.1046,AR
6094,72021,34.8781,-91.1886,AR
6095,72392,34.9207,-91.1086,AR
6096,72340,34.9358,-91.0292,AR
6097,72074,35.0529,-91.1262,AR
6098,72036,35.0178,-91.229,AR
6099,72059,35.1554,-91.3432,AR
6100,72006,35.2788,-91.3527,AR
6101,72123,35.2588,-91.237,AR
6102,72101,35.2473,-91.1793,AR
6103,72169,35.3844,-91.2232,AR
6104,72014,35.4291,-91.1057,AR
6105,72347,35.3995,-90.9823,AR
6106,72429,35.514,-90.955,AR
6107,72475,35.5631,-90.9207,AR
6108,72479,35.6291,-90.9289,AR
6109,72431,35.6498,-91.074,AR
6110,72005,35.562,-91.1104,AR
6111,72112,35.5988,-91.2571,AR
6112,72043,35.6336,-91.2592,AR
6113,72075,35.6414,-91.3072,AR
6114,72473,35.7307,-91.2003,AR
6115,72471,35.8274,-91.1264,AR
6116,72410,35.9423,-91.081,AR
6117,72445,35.9728,-91.0235,AR
6118,72421,35.8301,-90.941,AR
6119,72427,35.864,-90.9428,AR
6120,72465,35.9643,-90.8954,AR
6121,72476,36.0244,-90.9288,AR
6122,72433,36.0326,-90.9715,AR
6123,72457,36.0865,-91.0673,AR
6124,72415,36.1149,-91.1176,AR
6125,72458,36.08,-91.1482,AR
6126,72466,36.0908,-91.2745,AR
6127,72440,35.9813,-91.2676,AR
6128,72469,35.9673,-91.2935,AR
6129,72572,35.8781,-91.3004,AR
6130,72524,35.8184,-91.3375,AR
6131,72522,35.8184,-91.4387,AR
6132,72521,35.9517,-91.5444,AR
6133,72569,36.0767,-91.4793,AR
6134,72532,36.0855,-91.598,AR
6135,72577,36.0664,-91.642,AR
6136,72513,36.2201,-91.6421,AR
6137,72512,36.2025,-91.7553,AR
6138,72587,36.2345,-91.8154,AR
6139,72539,36.2942,-91.7474,AR
6140,72520,36.4025,-91.7262,AR
6141,72554,36.4076,-91.5757,AR
6142,72525,36.311,-91.597,AR
6143,72529,36.3011,-91.5281,AR
6144,72542,36.3227,-91.411,AR
6145,72482,36.2453,-91.3792,AR
6146,72459,36.2029,-91.2593,AR
6147,72434,36.1976,-91.1854,AR
6148,72460,36.3104,-91.2094,AR
6149,72455,36.2829,-90.9968,AR
6150,72413,36.2844,-90.8538,AR
6151,72449,36.1797,-90.8241,AR
6152,72425,36.1995,-90.7345,AR
6153,72412,36.1281,-90.6914,AR
6154,72474,36.0413,-90.6718,AR
6155,72416,35.9086,-90.7848,AR
6156,72404,35.7792,-90.766,AR
6157,72403,35.8305,-90.7039,AR
6158,72401,35.833,-90.6965,AR
6159,72467,35.8422,-90.6735,AR
6160,72402,35.8088,-90.6529,AR
6161,72417,35.9165,-90.5762,AR
6162,72450,36.06,-90.5251,AR
6163,72451,36.1163,-90.5251,AR
6164,72436,36.2359,-90.4811,AR
6165,72443,36.1951,-90.3837,AR
6166,72461,36.2672,-90.2702,AR
6167,72430,36.3348,-90.2253,AR
6168,63880,36.3133,-90.1658,MO
6169,72454,36.387,-90.1926,AR
6170,72464,36.4534,-90.1454,AR
6171,63933,36.5197,-90.0829,MO
6172,63863,36.5672,-89.9737,MO
6173,63822,36.6727,-89.9878,MO
6174,63841,36.7885,-89.9639,MO
6175,63825,36.8989,-89.9456,MO
6176,63846,36.8109,-89.8366,MO
6177,63850,36.8283,-89.7565,MO
6178,63868,36.8504,-89.6847,MO
6179,63801,36.8911,-89.582,MO
6180,63824,37.0042,-89.5266,MO
6181,63774,37.0564,-89.5499,MO
6182,63736,37.0697,-89.5664,MO
6183,63767,37.0411,-89.6076,MO
6184,63771,37.087,-89.6734,MO
6185,63784,36.9912,-89.6885,MO
6186,63735,37.0116,-89.7984,MO
6187,63730,37.0922,-89.9106,MO
6188,63738,37.0828,-89.9523,MO
6189,63782,37.071,-90.0092,MO
6190,63787,37.1365,-90.0757,MO
6191,63750,37.147,-90.1795,MO
6192,63951,37.1343,-90.2544,MO
6193,63966,36.9766,-90.2848,MO
6194,63960,36.9422,-90.1623,MO
6195,63936,36.811,-90.121,MO
6196,63940,36.7836,-90.2168,MO
6197,63932,36.6899,-90.2508,MO
6198,63961,36.5818,-90.2617,MO
6199,63938,36.5114,-90.267,MO
6200,72456,36.4317,-90.2751,AR
6201,72441,36.437,-90.3837,AR
6202,72422,36.4155,-90.587,AR
6203,72435,36.3176,-90.599,AR
6204,72453,36.283,-90.6702,AR
6205,72462,36.3744,-90.7676,AR
6206,72424,36.3897,-90.7231,AR
6207,72470,36.4536,-90.7281,AR
6208,72444,36.4386,-90.8749,AR
6209,72478,36.4803,-91.0515,AR
6210,63942,36.5626,-91.0703,MO
6211,65778,36.5217,-91.2706,MO
6212,65690,36.5853,-91.2724,MO
6213,65606,36.6929,-91.3971,MO
6214,65791,36.5327,-91.5418,MO
6215,65692,36.6056,-91.6304,MO
6216,65688,36.6488,-91.6976,MO
6217,65788,36.8091,-91.6938,MO
6218,65548,36.9892,-91.7099,MO
6219,65546,36.987,-91.5754,MO
6220,65438,36.9476,-91.5008,MO
6221,65466,37.1626,-91.4519,MO
6222,65588,37.0169,-91.3121,MO
6223,63941,36.9172,-91.144,MO
6224,63965,37.0015,-91.0007,MO
6225,63638,37.2398,-90.9589,MO
6226,63665,37.32,-90.8985,MO
6227,63654,37.482,-90.8425,MO
6228,63656,37.5055,-90.845,MO
6229,63625,37.5473,-90.9917,MO
6230,63633,37.4285,-90.9757,MO
6231,63666,37.4009,-91.0735,MO
6232,63629,37.4772,-91.1927,MO
6233,65440,37.6373,-91.2109,MO
6234,65439,37.6722,-91.0835,MO
6235,65566,37.7151,-91.1289,MO
6236,65456,37.787,-91.2116,MO
6237,65446,37.8066,-91.2348,MO
6238,65565,37.8904,-91.3032,MO
6239,65586,37.8585,-91.4267,MO
6240,65449,37.8552,-91.4616,MO
6241,65560,37.617,-91.5258,MO
6242,65501,37.4867,-91.571,MO
6243,65479,37.2843,-91.6834,MO
6244,65571,37.1484,-91.6828,MO
6245,65468,37.248,-91.7834,MO
6246,65589,37.2311,-91.8244,MO
6247,65464,37.1878,-91.9134,MO
6248,65564,37.2428,-91.9624,MO
6249,65483,37.3218,-91.953,MO
6250,65555,37.3569,-91.8131,MO
6251,65542,37.5091,-91.8556,MO
6252,65436,37.6158,-91.9064,MO
6253,65461,37.6603,-92.0107,MO
6254,65462,37.7365,-91.8906,MO
6255,65541,37.6531,-91.7613,MO
6256,65532,37.7825,-91.6788,MO
6257,65409,37.8762,-91.7772,MO
6258,65401,37.9485,-91.7603,MO
6259,65402,37.9632,-91.8179,MO
6260,65550,37.9008,-91.8807,MO
6261,65529,37.9262,-91.9777,MO
6262,65459,37.9848,-92.0897,MO
6263,65457,37.8512,-92.0569,MO
6264,65584,37.8283,-92.131,MO
6265,65473,37.7677,-92.112,MO
6266,65583,37.7676,-92.2105,MO
6267,65534,37.6953,-92.2808,MO
6268,65470,37.6061,-92.3466,MO
6269,65543,37.5054,-92.3202,MO
6270,65552,37.5122,-92.1709,MO
6271,65557,37.5156,-92.139,MO
6272,65570,37.4626,-92.0909,MO
6273,65444,37.3972,-92.0465,MO
6274,65484,37.3538,-92.2153,MO
6275,65660,37.3262,-92.2647,MO
6276,65711,37.1626,-92.2839,MO
6277,65689,37.1314,-92.1144,MO
6278,65793,36.9958,-91.9405,MO
6279,65789,36.8441,-91.9137,MO
6280,65775,36.7284,-91.8717,MO
6281,65790,36.7068,-92.044,MO
6282,65626,36.6035,-92.0678,MO
6283,65777,36.533,-91.9898,MO
6284,72578,36.4747,-91.8891,AR
6285,72576,36.3766,-91.8759,AR
6286,72583,36.3924,-91.9932,AR
6287,72531,36.3238,-92.0934,AR
6288,72515,36.2901,-92.055,AR
6289,72528,36.2229,-92.1177,AR
6290,72566,36.1677,-92.1073,AR
6291,72585,36.1865,-92.0088,AR
6292,72565,36.2114,-91.9258,AR
6293,72517,36.1358,-91.9513,AR
6294,72556,36.0635,-91.9079,AR
6295,72584,36.163,-91.8471,AR
6296,72536,36.1291,-91.8096,AR
6297,72573,36.0688,-91.791,AR
6298,72561,35.9759,-91.785,AR
6299,72526,35.8729,-91.754,AR
6300,72501,35.7826,-91.6352,AR
6301,72527,35.7411,-91.6985,AR
6302,72550,35.7177,-91.7414,AR
6303,72523,35.6414,-91.8333,AR
6304,72534,35.6023,-91.7341,AR
6305,72568,35.5893,-91.632,AR
6306,72575,35.6919,-91.5989,AR
6307,72571,35.6638,-91.534,AR
6308,72503,35.7346,-91.5343,AR
6309,72579,35.7545,-91.5073,AR
6310,72562,35.7118,-91.4394,AR
6311,72553,35.6941,-91.4753,AR
6312,72564,35.6131,-91.4703,AR
6313,72165,35.5762,-91.4539,AR
6314,72020,35.4277,-91.519,AR
6315,72139,35.3609,-91.5071,AR
6316,72010,35.3113,-91.5502,AR
6317,72081,35.325,-91.6491,AR
6318,72082,35.2388,-91.6731,AR
6319,72178,35.2032,-91.6064,AR
6320,72060,35.1144,-91.6242,AR
6321,72066,34.9901,-91.7368,AR
6322,72040,34.9751,-91.5113,AR
6323,72017,34.8733,-91.3945,AR
6324,72041,34.7447,-91.4982,AR
6325,72064,34.7838,-91.5767,AR
6326,72024,34.7933,-91.7459,AR
6327,72086,34.7832,-91.9214,AR
6328,72023,34.9457,-92.0318,AR
6329,72007,34.9921,-91.9798,AR
6330,72176,34.9532,-91.9004,AR
6331,72012,35.0937,-91.9074,AR
6332,72102,35.1132,-91.8216,AR
6333,72052,35.1443,-91.7772,AR
6334,72068,35.1903,-91.7108,AR
6335,72143,35.2436,-91.7317,AR
6336,72149,35.2474,-91.7314,AR
6337,72145,35.2774,-91.7326,AR
6338,72085,35.3617,-91.8293,AR
6339,72121,35.4216,-91.796,AR
6340,72179,35.5106,-91.8648,AR
6341,72546,35.5816,-91.9305,AR
6342,72581,35.547,-91.9704,AR
6343,72545,35.5352,-92.0213,AR
6344,72543,35.5103,-92.0392,AR
6345,72131,35.405,-92.1333,AR
6346,72137,35.3214,-92.062,AR
6347,72111,35.2606,-92.1373,AR
6348,72136,35.2155,-92.0699,AR
6349,72045,35.1142,-92.0901,AR
6350,72173,35.0719,-92.1832,AR
6351,72047,35.2087,-92.2123,AR
6352,72061,35.3239,-92.2878,AR
6353,72013,35.4683,-92.3779,AR
6354,72039,35.3024,-92.4014,AR
6355,72058,35.2295,-92.3578,AR
6356,72035,35.1053,-92.3549,AR
6357,72032,35.0842,-92.4236,AR
6358,72034,35.0823,-92.4683,AR
6359,72181,35.1645,-92.453,AR
6360,72107,35.1356,-92.5498,AR
6361,72127,35.1575,-92.6204,AR
6362,72110,35.1692,-92.7354,AR
6363,72063,35.2907,-92.7783,AR
6364,72030,35.3955,-92.702,AR
6365,72156,35.2701,-92.6754,AR
6366,72157,35.2749,-92.5457,AR
6367,72027,35.3981,-92.5582,AR
6368,72141,35.508,-92.5867,AR
6369,72028,35.5773,-92.5456,AR
6370,72031,35.6045,-92.4758,AR
6371,72629,35.7252,-92.5575,AR
6372,72645,35.8272,-92.5663,AR
6373,72650,35.9267,-92.6402,AR
6374,72639,35.9991,-92.5042,AR
6375,72617,36.0068,-92.3917,AR
6376,72663,35.9403,-92.3459,AR
6377,72680,35.8845,-92.2913,AR
6378,72051,35.7682,-92.3043,AR
6379,72153,35.6498,-92.3143,AR
6380,72088,35.6027,-92.2742,AR
6381,72067,35.5685,-92.1341,AR
6382,72044,35.6321,-92.157,AR
6383,72130,35.6674,-92.0933,AR
6384,72530,35.6616,-91.9398,AR
6385,72555,35.7756,-91.8718,AR
6386,72567,35.8265,-91.8958,AR
6387,72540,35.9266,-91.9103,AR
6388,72560,35.8208,-92.0389,AR
6389,72657,35.919,-92.1272,AR
6390,72533,35.992,-92.2182,AR
6391,72519,36.1202,-92.1867,AR
6392,72658,36.2066,-92.273,AR
6393,72659,36.2364,-92.3726,AR
6394,72653,36.3312,-92.3753,AR
6395,72623,36.4724,-92.3296,AR
6396,72537,36.4618,-92.2284,AR
6397,72544,36.4105,-92.1951,AR
6398,72538,36.4364,-92.0995,AR
6399,65609,36.5332,-92.1507,MO
6400,65766,36.544,-92.2588,MO
6401,65760,36.5875,-92.2598,MO
6402,65655,36.5901,-92.4162,MO
6403,65784,36.6516,-92.4423,MO
6404,65741,36.6516,-92.4423,MO
6405,65666,36.6516,-92.4423,MO
6406,65618,36.759,-92.4026,MO
6407,65637,36.756,-92.2378,MO
6408,65638,36.9319,-92.3664,MO
6409,65768,36.9698,-92.3029,MO
6410,65717,37.0687,-92.4082,MO
6411,65702,37.1049,-92.4821,MO
6412,65667,37.2735,-92.5181,MO
6413,65704,37.1273,-92.5936,MO
6414,65608,36.9407,-92.6765,MO
6415,65755,36.8504,-92.5844,MO
6416,65773,36.7573,-92.5093,MO
6417,65715,36.7441,-92.5769,MO
6418,65762,36.6875,-92.6534,MO
6419,65761,36.583,-92.6628,MO
6420,65676,36.5749,-92.6053,MO
6421,65729,36.5156,-92.6038,MO
6422,72661,36.4442,-92.5832,AR
6423,72619,36.371,-92.5938,AR
6424,72642,36.373,-92.5422,AR
6425,72651,36.3933,-92.4881,AR
6426,72635,36.3175,-92.4736,AR
6427,72626,36.3106,-92.5392,AR
6428,72634,36.2682,-92.578,AR
6429,72677,36.2523,-92.6907,AR
6430,72687,36.2253,-92.7245,AR
6431,72682,36.1351,-92.7541,AR
6432,72636,35.9879,-92.7163,AR
6433,72675,35.9877,-92.7928,AR
6434,72669,36.0675,-92.8864,AR
6435,72685,36.083,-92.9716,AR
6436,72633,36.1534,-92.915,AR
6437,72672,36.2486,-92.8416,AR
6438,72668,36.435,-92.7615,AR
6439,65733,36.5286,-92.8465,MO
6440,72630,36.4645,-92.9202,AR
6441,72644,36.3848,-93.0039,AR
6442,72615,36.3083,-93.0321,AR
6443,72601,36.2417,-93.1062,AR
6444,72602,36.3552,-93.1226,AR
6445,72662,36.4612,-93.1888,AR
6446,65739,36.5247,-93.2778,MO
6447,65611,36.5493,-93.3388,MO
6448,72660,36.4613,-93.4321,AR
6449,65681,36.5767,-93.4516,MO
6450,65686,36.6393,-93.4372,MO
6451,65737,36.6907,-93.3447,MO
6452,65616,36.669,-93.2481,MO
6453,65615,36.661,-93.2358,MO
6454,65726,36.6165,-93.2418,MO
6455,65672,36.6107,-93.2286,MO
6456,65673,36.6179,-93.2162,MO
6457,65679,36.5792,-93.1263,MO
6458,65627,36.571,-93.0172,MO
6459,65744,36.6314,-92.9188,MO
6460,65614,36.7659,-92.9151,MO
6461,65657,36.8389,-93.0196,MO
6462,65759,36.7405,-93.028,MO
6463,65680,36.6704,-93.0377,MO
6464,65731,36.6578,-93.1243,MO
6465,65653,36.6955,-93.115,MO
6466,65740,36.7137,-93.1715,MO
6467,65771,36.7704,-93.2148,MO
6468,65630,36.8359,-93.2291,MO
6469,65754,36.8636,-93.2754,MO
6470,65669,36.9408,-93.268,MO
6471,65721,37.0169,-93.2022,MO
6472,65753,36.9775,-93.1065,MO
6473,65629,36.922,-93.0451,MO
6474,65720,36.9404,-92.9528,MO
6475,65620,36.999,-92.9692,MO
6476,65652,37.1447,-92.9111,MO
6477,65746,37.1667,-92.7857,MO
6478,65636,37.2772,-92.8779,MO
6479,65706,37.3312,-92.925,MO
6480,65713,37.3985,-92.7763,MO
6481,65632,37.5085,-92.7891,MO
6482,65722,37.5832,-92.7416,MO
6483,65662,37.4947,-92.6001,MO
6484,65536,37.685,-92.655,MO
6485,65463,37.8346,-92.7382,MO
6486,65020,38.0185,-92.7677,MO
6487,65052,38.0605,-92.6831,MO
6488,65065,38.138,-92.6664,MO
6489,65049,38.2003,-92.6684,MO
6490,65047,38.1637,-92.5799,MO
6491,65082,38.2181,-92.4461,MO
6492,65083,38.1505,-92.433,MO
6493,65017,38.0709,-92.4747,MO
6494,65591,37.9851,-92.547,MO
6495,65567,37.8693,-92.5114,MO
6496,65556,37.8528,-92.3962,MO
6497,65452,37.9446,-92.27,MO
6498,65486,38.1219,-92.2989,MO
6499,65075,38.2712,-92.2635,MO
6500,65032,38.3424,-92.3823,MO
6501,65040,38.3881,-92.3123,MO
6502,65076,38.3912,-92.1894,MO
6503,65111,38.5309,-92.2493,MO
6504,65109,38.5773,-92.2443,MO
6505,65101,38.5462,-92.1525,MO
6506,65043,38.6328,-92.1163,MO
6507,65063,38.71,-92.083,MO
6508,65080,38.6402,-91.9673,MO
6509,65016,38.5533,-91.9293,MO
6510,65054,38.4717,-91.9591,MO
6511,65085,38.427,-92.0392,MO
6512,65048,38.3615,-92.0468,MO
6513,65001,38.2986,-92.0155,MO
6514,65058,38.25,-92.1358,MO
6515,65443,38.1483,-92.1015,MO
6516,65582,38.1919,-91.9422,MO
6517,65035,38.3551,-91.9276,MO
6518,65051,38.4739,-91.8195,MO
6519,65062,38.4956,-91.6515,MO
6520,65061,38.606,-91.658,MO
6521,65067,38.7109,-91.7177,MO
6522,65024,38.6527,-91.7697,MO
6523,65059,38.6998,-91.8868,MO
6524,65077,38.7566,-91.7888,MO
6525,63388,38.8874,-91.7689,MO
6526,65069,38.7942,-91.5737,MO
6527,65036,38.6703,-91.5592,MO
6528,65041,38.5876,-91.4991,MO
6529,63014,38.6444,-91.3374,MO
6530,63068,38.574,-91.2291,MO
6531,63357,38.6512,-91.1516,MO
6532,63378,38.7702,-91.1886,MO
6533,63383,38.805,-91.174,MO
6534,63380,38.8117,-91.1304,MO
6535,63390,38.8097,-91.0329,MO
6536,63349,38.9766,-91.1211,MO
6537,63381,38.967,-91.2126,MO
6538,63370,39.0776,-91.2317,MO
6539,63359,39.1055,-91.3873,MO
6540,63333,39.0012,-91.3489,MO
6541,63351,38.8717,-91.3019,MO
6542,63350,38.8902,-91.3715,MO
6543,63363,38.9023,-91.4909,MO
6544,63361,38.9839,-91.5085,MO
6545,63384,39.0765,-91.5645,MO
6546,65264,39.0968,-91.6646,MO
6547,65232,39.1209,-91.7661,MO
6548,65280,39.21,-91.7216,MO
6549,63352,39.2593,-91.6893,MO
6550,63345,39.2742,-91.5798,MO
6551,63382,39.2949,-91.4883,MO
6552,63339,39.3257,-91.3493,MO
6553,63334,39.3346,-91.1962,MO
6554,63353,39.4336,-91.0664,MO
6555,62370,39.5328,-90.9722,IL
6556,62363,39.6013,-90.8073,IL
6557,62357,39.6996,-90.844,IL
6558,62314,39.7612,-90.8832,IL
6559,62362,39.7823,-90.7471,IL
6560,62340,39.7084,-90.7249,IL
6561,62352,39.5645,-90.6504,IL
6562,62361,39.4441,-90.638,IL
6563,62355,39.4202,-90.7692,IL
6564,62366,39.4467,-90.877,IL
6565,63336,39.3465,-90.9362,MO
6566,63344,39.2431,-91.0093,MO
6567,63387,39.1853,-91.0168,MO
6568,63377,39.1166,-91.037,MO
6569,63379,39.0012,-90.9624,MO
6570,63362,38.9482,-90.9138,MO
6571,63369,38.9346,-90.7782,MO
6572,63389,38.9897,-90.8213,MO
6573,63347,39.053,-90.7775,MO
6574,63343,39.159,-90.816,MO
6575,63330,39.2558,-90.8224,MO
6576,62070,39.2925,-90.7493,IL
6577,62045,39.2235,-90.6995,IL
6578,62065,39.2353,-90.6235,IL
6579,62053,39.3064,-90.6269,IL
6580,62027,39.2836,-90.5329,IL
6581,62016,39.3009,-90.4092,IL
6582,62098,39.3762,-90.2933,IL
6583,62044,39.3491,-90.2089,IL
6584,62081,39.2831,-90.2558,IL
6585,62054,39.2037,-90.3719,IL
6586,62052,39.1213,-90.3338,IL
6587,62022,39.0312,-90.3011,IL
6588,62028,38.9594,-90.3541,IL
6589,63373,38.9259,-90.3863,MO
6590,62037,39.0021,-90.4323,IL
6591,62031,39.1086,-90.5297,IL
6592,62047,39.1547,-90.624,IL
6593,62006,39.0725,-90.6591,IL
6594,62013,38.9495,-90.5887,IL
6595,62036,38.8961,-90.5602,IL
6596,63301,38.8014,-90.5065,MO
6597,63302,38.7839,-90.4812,MO
6598,63045,38.7689,-90.4662,MO
6599,63346,38.7509,-90.5368,MO
6600,63303,38.7622,-90.5471,MO
6601,63376,38.7802,-90.6228,MO
6602,63304,38.7378,-90.6234,MO
6603,63368,38.7513,-90.7296,MO
6604,63366,38.8239,-90.7427,MO
6605,63367,38.7936,-90.7854,MO
6606,63385,38.802,-90.8534,MO
6607,63348,38.7626,-90.9343,MO
6608,63365,38.7163,-90.8751,MO
6609,63341,38.6616,-90.8302,MO
6610,63073,38.5792,-90.7751,MO
6611,63069,38.4922,-90.748,MO
6612,63015,38.4047,-90.7806,MO
6613,63072,38.3816,-90.8016,MO
6614,63089,38.4601,-90.8822,MO
6615,63039,38.503,-90.8292,MO
6616,63055,38.52,-90.877,MO
6617,63332,38.5728,-90.8815,MO
6618,63342,38.606,-90.9962,MO
6619,63090,38.5459,-91.0193,MO
6620,63084,38.4456,-91.0206,MO
6621,63013,38.4294,-91.1709,MO
6622,63056,38.4555,-91.2328,MO
6623,63037,38.3507,-91.2931,MO
6624,63091,38.3853,-91.3974,MO
6625,65066,38.3511,-91.4867,MO
6626,65014,38.3074,-91.6263,MO
6627,65013,38.2711,-91.7303,MO
6628,65580,38.098,-91.7788,MO
6629,65559,38.0056,-91.6076,MO
6630,65453,38.0926,-91.4081,MO
6631,65535,38.0811,-91.2488,MO
6632,65441,38.172,-91.2225,MO
6633,63080,38.2307,-91.1567,MO
6634,63079,38.2744,-91.0855,MO
6635,63077,38.3299,-90.9713,MO
6636,63060,38.2743,-90.8903,MO
6637,63061,38.2615,-90.8027,MO
6638,63041,38.251,-90.7901,MO
6639,63071,38.1496,-90.831,MO
6640,63030,38.1703,-90.7185,MO
6641,63020,38.1204,-90.5546,MO
6642,63626,38.0544,-90.6279,MO
6643,63674,38.0192,-90.6529,MO
6644,63630,38.0125,-90.7439,MO
6645,63664,37.9549,-90.8415,MO
6646,63660,37.9156,-90.7193,MO
6647,63648,37.8296,-90.6984,MO
6648,63631,37.7639,-90.7409,MO
6649,63622,37.7889,-90.8613,MO
6650,63623,37.682,-90.7991,MO
6651,63663,37.625,-90.646,MO
6652,63650,37.6168,-90.5985,MO
6653,63621,37.4871,-90.6062,MO
6654,63620,37.3981,-90.6702,MO
6655,63675,37.306,-90.7106,MO
6656,63636,37.2955,-90.6279,MO
6657,63956,37.1884,-90.5507,MO
6658,63957,37.1573,-90.699,MO
6659,63952,37.0675,-90.6746,MO
6660,63937,36.9453,-90.7485,MO
6661,63943,36.828,-90.7942,MO
6662,63931,36.661,-90.8508,MO
6663,63935,36.6501,-90.8106,MO
6664,63955,36.5874,-90.692,MO
6665,63953,36.5843,-90.6124,MO
6666,63939,36.6704,-90.6335,MO
6667,63945,36.6723,-90.5583,MO
